CAREHOME_id	Box_id	caseload_month	wmd.caseload_yr -8	caseload_size	Days_Since_Last_Reading	observ_month	wmd.observ_yr -8	BP	Pulse	O2	Temp	NEWS2(0-4)	NEWS2(5-6)	NEWS2(7+)	NEWS2
XLWF71	BOX267	JULY 	2013	6	0	JULY 	2013	0	0	0	0	0	0	0	0
XM73R1	BOX268	JULY 	2013	0	0	JULY 	2013	0	0	0	0	0	0	0	0
XM73R1	BOX269	JULY 	2013	14	0	JULY 	2013	0	0	0	0	0	0	0	0
XM73R1	BOX270	JULY 	2013	7	0	JULY 	2013	0	0	0	0	0	0	0	0
XL2PL1	BOX271	JULY 	2013	27	3	JULY 	2013	35	320	286	264	0	0	0	0
XNH831	BOX272	AUGUST 	2013	6	129	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2G21	BOX273	AUGUST 	2013	8	173	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX274	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX275	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX276	AUGUST 	2013	3	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX277	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX278	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX279	AUGUST 	2013	4	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX280	AUGUST 	2013	6	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX281	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX282	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX283	AUGUST 	2013	4	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX284	AUGUST 	2013	8	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX285	AUGUST 	2013	4	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX286	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX287	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX288	AUGUST 	2013	5	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX289	AUGUST 	2013	3	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX290	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX291	AUGUST 	2013	5	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2FE1	BOX292	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2FE1	BOX293	AUGUST 	2013	4	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AF1	BOX294	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2AG1	BOX295	AUGUST 	2013	42	6	AUGUST 	2013	4	15	11	4	2	0	1	3
XL2AK1	BOX296	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNGJY1	BOX297	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2CA1	BOX298	AUGUST 	2013	18	19	AUGUST 	2013	8	16	8	11	1	0	0	1
XL2CJ1	BOX299	AUGUST 	2013	25	4	AUGUST 	2013	0	0	0	0	0	0	0	0
XM2AN1	BOX300	AUGUST 	2013	5	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM2AN1	BOX301	AUGUST 	2013	7	152	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2CV1	BOX302	AUGUST 	2013	15	153	AUGUST 	2013	0	0	0	0	0	0	0	0
XM5A81	BOX303	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2DF1	BOX304	AUGUST 	2013	20	144	AUGUST 	2013	0	0	0	0	0	0	0	0
XLRWW1	BOX305	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2DQ1	BOX306	AUGUST 	2013	8	90	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2DQ1	BOX307	AUGUST 	2013	6	69	AUGUST 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX308	AUGUST 	2013	1	187	AUGUST 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX309	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX310	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX311	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX312	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2ER1	BOX313	AUGUST 	2013	7	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2ER1	BOX314	AUGUST 	2013	16	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2ER1	BOX315	AUGUST 	2013	16	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM0GT1	BOX316	AUGUST 	2013	27	87	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2EC1	BOX317	AUGUST 	2013	11	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2EC1	BOX318	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2EC1	BOX319	AUGUST 	2013	9	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XN5X51	BOX320	AUGUST 	2013	5	76	AUGUST 	2013	0	0	0	0	0	0	0	0
XM61M1	BOX321	AUGUST 	2013	5	101	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2EL1	BOX322	AUGUST 	2013	6	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2EL1	BOX323	AUGUST 	2013	6	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XLXKP1	BOX324	AUGUST 	2013	7	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM6FM1	BOX325	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM1PG1	BOX326	AUGUST 	2013	27	101	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2FD1	BOX327	AUGUST 	2013	8	0	AUGUST 	2013	4	8	4	480	0	1	1	2
XLXTY1	BOX328	AUGUST 	2013	4	5	AUGUST 	2013	3	6	3	4	0	0	0	0
XLWF61	BOX329	AUGUST 	2013	16	23	AUGUST 	2013	14	32	18	12	0	0	0	0
XL5YG1	BOX330	AUGUST 	2013	14	149	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2L31	BOX331	AUGUST 	2013	3	31	AUGUST 	2013	2	5	3	2	0	0	0	0
XM19J1	BOX332	AUGUST 	2013	3	208	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2H81	BOX333	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2HD1	BOX334	AUGUST 	2013	4	122	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2HD1	BOX335	AUGUST 	2013	4	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM92X1	BOX336	AUGUST 	2013	17	124	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX337	AUGUST 	2013	29	151	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX338	AUGUST 	2013	28	151	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX339	AUGUST 	2013	26	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX340	AUGUST 	2013	26	153	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX341	AUGUST 	2013	21	151	AUGUST 	2013	0	0	0	0	0	0	0	0
XM1PG1	BOX342	AUGUST 	2013	1	195	AUGUST 	2013	0	0	0	0	0	0	0	0
XNJ4J1	BOX343	AUGUST 	2013	13	157	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2J01	BOX344	AUGUST 	2013	18	5	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2J11	BOX345	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM5JP1	BOX346	AUGUST 	2013	6	5	AUGUST 	2013	11	25	14	11	6	1	0	7
XL2JA1	BOX347	AUGUST 	2013	7	90	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2JF1	BOX348	AUGUST 	2013	8	13	AUGUST 	2013	5	325	321	314	0	0	0	0
XL2JL1	BOX349	AUGUST 	2013	17	113	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2JN1	BOX350	AUGUST 	2013	39	66	AUGUST 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX351	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX352	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX353	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX354	AUGUST 	2013	10	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX355	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNC951	BOX356	AUGUST 	2013	3	165	AUGUST 	2013	0	0	0	0	0	0	0	0
XNC951	BOX357	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNJQE1	BOX358	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM9G71	BOX359	AUGUST 	2013	4	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX360	AUGUST 	2013	3	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX361	AUGUST 	2013	5	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX362	AUGUST 	2013	8	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX363	AUGUST 	2013	4	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNF7C1	BOX364	AUGUST 	2013	9	0	AUGUST 	2013	20	36	16	5	0	0	0	0
XL2L31	BOX365	AUGUST 	2013	3	32	AUGUST 	2013	2	3	1	2	0	0	0	0
XL2L51	BOX366	AUGUST 	2013	18	11	AUGUST 	2013	13	27	14	13	7	1	4	12
XL2L81	BOX367	AUGUST 	2013	29	2	AUGUST 	2013	49	106	58	47	8	1	3	12
XL2LC1	BOX368	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2ME1	BOX369	AUGUST 	2013	6	3	AUGUST 	2013	1	14	13	13	1	0	0	1
XL2ME1	BOX370	AUGUST 	2013	18	1	AUGUST 	2013	11	63	52	51	2	0	0	2
XL2ME1	BOX371	AUGUST 	2013	19	12	AUGUST 	2013	4	34	30	32	1	0	0	1
XL2LE1	BOX372	AUGUST 	2013	23	6	AUGUST 	2013	29	176	147	131	0	0	0	0
XL5A51	BOX373	AUGUST 	2013	7	133	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2MF1	BOX374	AUGUST 	2013	5	132	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2MF1	BOX375	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2MF1	BOX376	AUGUST 	2013	4	153	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2ML1	BOX377	AUGUST 	2013	7	75	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2MR1	BOX378	AUGUST 	2013	12	149	AUGUST 	2013	0	0	0	0	0	0	0	0
XLKMC1	BOX379	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNH851	BOX380	AUGUST 	2013	6	13	AUGUST 	2013	9	18	9	10	9	0	0	9
XL3JV1	BOX381	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2J61	BOX382	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2JJ1	BOX383	AUGUST 	2013	2	120	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2PL1	BOX384	AUGUST 	2013	26	64	AUGUST 	2013	0	0	0	0	0	0	0	0
XM4871	BOX385	AUGUST 	2013	17	3	AUGUST 	2013	24	47	23	21	9	2	5	16
XNFCG1	BOX386	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNFCG1	BOX387	AUGUST 	2013	8	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNFCG1	BOX388	AUGUST 	2013	10	108	AUGUST 	2013	0	0	0	0	0	0	0	0
XNFCG1	BOX389	AUGUST 	2013	8	108	AUGUST 	2013	0	0	0	0	0	0	0	0
XNFCG1	BOX390	AUGUST 	2013	1	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNFCG1	BOX391	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNFCG1	BOX392	AUGUST 	2013	2	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2LT1	BOX393	AUGUST 	2013	6	124	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2DH1	BOX394	AUGUST 	2013	6	112	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2E41	BOX395	AUGUST 	2013	5	164	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2F51	BOX396	AUGUST 	2013	8	66	AUGUST 	2013	0	0	0	0	0	0	0	0
XLXNM1	BOX397	AUGUST 	2013	30	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XLXNM1	BOX398	AUGUST 	2013	3	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM92X1	BOX399	AUGUST 	2013	6	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XNEKD1	BOX400	AUGUST 	2013	16	91	AUGUST 	2013	0	0	0	0	0	0	0	0
XNG861	BOX401	AUGUST 	2013	5	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2PF1	BOX402	AUGUST 	2013	7	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XLWF71	BOX403	AUGUST 	2013	6	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM73R1	BOX404	AUGUST 	2013	0	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM73R1	BOX405	AUGUST 	2013	14	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XM73R1	BOX406	AUGUST 	2013	7	0	AUGUST 	2013	0	0	0	0	0	0	0	0
XL2PL1	BOX407	AUGUST 	2013	30	4	AUGUST 	2013	18	96	79	92	0	0	0	0
XNH831	BOX408	SEPTEMBER 	2013	6	157	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2G21	BOX409	SEPTEMBER 	2013	8	201	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX410	SEPTEMBER 	2013	2	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX411	SEPTEMBER 	2013	2	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX412	SEPTEMBER 	2013	3	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX413	SEPTEMBER 	2013	1	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX414	SEPTEMBER 	2013	1	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX415	SEPTEMBER 	2013	4	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX416	SEPTEMBER 	2013	6	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX417	SEPTEMBER 	2013	2	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX418	SEPTEMBER 	2013	2	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX419	SEPTEMBER 	2013	4	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX420	SEPTEMBER 	2013	8	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX421	SEPTEMBER 	2013	4	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX422	SEPTEMBER 	2013	2	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX423	SEPTEMBER 	2013	1	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX424	SEPTEMBER 	2013	5	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX425	SEPTEMBER 	2013	3	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX426	SEPTEMBER 	2013	1	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AC1	BOX427	SEPTEMBER 	2013	5	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2FE1	BOX428	SEPTEMBER 	2013	1	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2FE1	BOX429	SEPTEMBER 	2013	4	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AF1	BOX430	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2AG1	BOX431	SEPTEMBER 	2013	42	7	SEPTEMBER 	2013	0	1	1	0	0	0	0	0
XL2AK1	BOX432	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XNGJY1	BOX433	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2CA1	BOX434	SEPTEMBER 	2013	18	47	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2CJ1	BOX435	SEPTEMBER 	2013	25	11	SEPTEMBER 	2013	19	38	19	7	4	1	0	5
XM2AN1	BOX436	SEPTEMBER 	2013	5	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM2AN1	BOX437	SEPTEMBER 	2013	7	180	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2CV1	BOX438	SEPTEMBER 	2013	15	181	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM5A81	BOX439	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2DF1	BOX440	SEPTEMBER 	2013	20	172	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLRWW1	BOX441	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2DQ1	BOX442	SEPTEMBER 	2013	8	118	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2DQ1	BOX443	SEPTEMBER 	2013	6	97	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX444	SEPTEMBER 	2013	1	215	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX445	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX446	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX447	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLKL41	BOX448	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2ER1	BOX449	SEPTEMBER 	2013	7	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2ER1	BOX450	SEPTEMBER 	2013	16	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2ER1	BOX451	SEPTEMBER 	2013	16	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM0GT1	BOX452	SEPTEMBER 	2013	27	115	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2EC1	BOX453	SEPTEMBER 	2013	11	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2EC1	BOX454	SEPTEMBER 	2013	2	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2EC1	BOX455	SEPTEMBER 	2013	9	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XN5X51	BOX456	SEPTEMBER 	2013	5	13	SEPTEMBER 	2013	3	4	1	1	1	0	0	1
XM61M1	BOX457	SEPTEMBER 	2013	5	129	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2EL1	BOX458	SEPTEMBER 	2013	6	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2EL1	BOX459	SEPTEMBER 	2013	6	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLXKP1	BOX460	SEPTEMBER 	2013	7	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM6FM1	BOX461	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM1PG1	BOX462	SEPTEMBER 	2013	27	129	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2FD1	BOX463	SEPTEMBER 	2013	8	1	SEPTEMBER 	2013	1	2	1	413	0	0	0	0
XLXTY1	BOX464	SEPTEMBER 	2013	4	3	SEPTEMBER 	2013	3	9	6	2	0	0	0	0
XLWF61	BOX465	SEPTEMBER 	2013	21	2	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL5YG1	BOX466	SEPTEMBER 	2013	14	177	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2L31	BOX467	SEPTEMBER 	2013	3	59	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM19J1	BOX468	SEPTEMBER 	2013	3	236	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2H81	BOX469	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2HD1	BOX470	SEPTEMBER 	2013	4	150	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2HD1	BOX471	SEPTEMBER 	2013	4	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM92X1	BOX472	SEPTEMBER 	2013	17	152	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX473	SEPTEMBER 	2013	29	179	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX474	SEPTEMBER 	2013	28	179	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX475	SEPTEMBER 	2013	26	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX476	SEPTEMBER 	2013	26	181	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2HK1	BOX477	SEPTEMBER 	2013	21	179	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM1PG1	BOX478	SEPTEMBER 	2013	1	223	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XNJ4J1	BOX479	SEPTEMBER 	2013	13	185	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2J01	BOX480	SEPTEMBER 	2013	18	4	SEPTEMBER 	2013	24	41	17	17	15	1	0	16
XL2J11	BOX481	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM5JP1	BOX482	SEPTEMBER 	2013	6	3	SEPTEMBER 	2013	8	15	7	6	5	0	0	5
XL2JA1	BOX483	SEPTEMBER 	2013	7	118	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2JF1	BOX484	SEPTEMBER 	2013	8	41	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2JL1	BOX485	SEPTEMBER 	2013	17	141	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2JN1	BOX486	SEPTEMBER 	2013	39	94	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX487	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX488	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX489	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX490	SEPTEMBER 	2013	10	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM5FD1	BOX491	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XNC951	BOX492	SEPTEMBER 	2013	3	193	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XNC951	BOX493	SEPTEMBER 	2013	1	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XNJQE1	BOX494	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM9G71	BOX495	SEPTEMBER 	2013	4	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX496	SEPTEMBER 	2013	3	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX497	SEPTEMBER 	2013	5	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX498	SEPTEMBER 	2013	8	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2KV1	BOX499	SEPTEMBER 	2013	4	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XNF7C1	BOX500	SEPTEMBER 	2013	9	0	SEPTEMBER 	2013	43	104	61	17	0	0	0	0
XL2L31	BOX501	SEPTEMBER 	2013	3	60	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2L51	BOX502	SEPTEMBER 	2013	18	39	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2L81	BOX503	SEPTEMBER 	2013	29	10	SEPTEMBER 	2013	16	33	18	16	1	0	0	1
XL2LC1	BOX504	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2ME1	BOX505	SEPTEMBER 	2013	6	3	SEPTEMBER 	2013	0	1	1	1	0	0	0	0
XL2ME1	BOX506	SEPTEMBER 	2013	18	16	SEPTEMBER 	2013	1	6	5	5	1	0	0	1
XL2ME1	BOX507	SEPTEMBER 	2013	19	9	SEPTEMBER 	2013	0	2	2	2	0	0	0	0
XL2LE1	BOX508	SEPTEMBER 	2013	23	4	SEPTEMBER 	2013	12	31	19	19	0	0	0	0
XL5A51	BOX509	SEPTEMBER 	2013	7	161	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2MF1	BOX510	SEPTEMBER 	2013	5	160	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2MF1	BOX511	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2MF1	BOX512	SEPTEMBER 	2013	4	181	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2ML1	BOX513	SEPTEMBER 	2013	7	20	SEPTEMBER 	2013	5	11	6	5	0	0	0	0
XL2MR1	BOX514	SEPTEMBER 	2013	12	177	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XLKMC1	BOX515	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XNH851	BOX516	SEPTEMBER 	2013	6	41	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL3JV1	BOX517	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2J61	BOX518	SEPTEMBER 	2013	0	0	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2JJ1	BOX519	SEPTEMBER 	2013	2	148	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XL2PL1	BOX520	SEPTEMBER 	2013	26	92	SEPTEMBER 	2013	0	0	0	0	0	0	0	0
XM4871	BOX521	SEPTEMBER 	2013	18	1	SEPTEMBER 	2013	23	50	27	24	10	3	0	13
